manufacturer,film_name,film_key,notes
"SOLYX","Sambe SX5037","SOLYX|SAMBE SX5037","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Sand Blast Dark Gray SXB-73","SOLYX|SAND BLAST DARK GRAY SXB-73","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Sateen Etch SD-FS728-E","SOLYX|SATEEN ETCH SD-FS728-E",""
"SOLYX","Satin Silver Opaque SXWFSM","SOLYX|SATIN SILVER OPAQUE SXWFSM","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SGC6523 - COVENTRY","SOLYX|SGC6523 - COVENTRY",""
"SOLYX","SGD-6003 CROSHANA","SOLYX|SGD-6003 CROSHANA",""
"SOLYX","Shimmer","SOLYX|SHIMMER",""
"SOLYX","Silver Etch Stripe SX-2002","SOLYX|SILVER ETCH STRIPE SX-2002","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SILVER UltraCool-S3560","SOLYX|SILVER ULTRACOOL-S3560","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Simglass Glazed Leaf SGD6006","SOLYX|SIMGLASS GLAZED LEAF SGD6006",""
"SOLYX","Solar Graphics Amber 2400","SOLYX|SOLAR GRAPHICS AMBER 2400",""
"SOLYX","Solar Graphics Gold Silver Refl. 7920R","SOLYX|SOLAR GRAPHICS GOLD SILVER REFL. 7920R",""
"SOLYX","Solar Graphics Straw 1200","SOLYX|SOLAR GRAPHICS STRAW 1200",""
"SOLYX","SolyxWht/Blk Opaque","SOLYX|SOLYXWHT/BLK OPAQUE",""
"SOLYX","Static Cling Blackout Sand SXSC-318","SOLYX|STATIC CLING BLACKOUT SAND SXSC-318","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Subsonic SX-5035","SOLYX|SUBSONIC SX-5035","AUTO_ADDED_FROM_INVENTORY_COUNT=3"
"SOLYX","SX 1","SOLYX|SX 1","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-052","SOLYX|SX-052","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1000 Fine Cast Sand Blast","SOLYX|SX-1000 FINE CAST SAND BLAST",""
"SOLYX","SX-1002 Clear Sand Blast","SOLYX|SX-1002 CLEAR SAND BLAST",""
"SOLYX","SX-1259 WAVY GLASS FILM","SOLYX|SX-1259 WAVY GLASS FILM","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1301 Clear Frost","SOLYX|SX-1301 CLEAR FROST",""
"SOLYX","SX-1303 Grey Frost","SOLYX|SX-1303 GREY FROST",""
"SOLYX","SX-1305 Bronze Frost","SOLYX|SX-1305 BRONZE FROST","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1309 Fine Crystal Frost","SOLYX|SX-1309 FINE CRYSTAL FROST","AUTO_ADDED_FROM_INVENTORY_COUNT=5"
"SOLYX","SX-1325 Semi Transparent Clear Frost","SOLYX|SX-1325 SEMI TRANSPARENT CLEAR FROST","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1409 White Sand Matte","SOLYX|SX-1409 WHITE SAND MATTE",""
"SOLYX","SX-1461 Cut Glass Bamboo","SOLYX|SX-1461 CUT GLASS BAMBOO","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1516","SOLYX|SX-1516","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1523 Big City Lights","SOLYX|SX-1523 BIG CITY LIGHTS","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1544 Rain Glass","SOLYX|SX-1544 RAIN GLASS","AUTO_ADDED_FROM_INVENTORY_COUNT=3"
"SOLYX","SX-1545 Frosted Summer","SOLYX|SX-1545 FROSTED SUMMER","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1700 Sand Blast Squares","SOLYX|SX-1700 SAND BLAST SQUARES","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-1730 Rhombus","SOLYX|SX-1730 RHOMBUS","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-2090 White Dry Erase for Glass","SOLYX|SX-2090 WHITE DRY ERASE FOR GLASS","AUTO_ADDED_FROM_INVENTORY_COUNT=3"
"SOLYX","SX-3140 Dusted Crystal","SOLYX|SX-3140 DUSTED CRYSTAL",""
"SOLYX","SX-3142 Transparent Leaf","SOLYX|SX-3142 TRANSPARENT LEAF","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-3145 Olive/Gold Dusted Leaf","SOLYX|SX-3145 OLIVE/GOLD DUSTED LEAF","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-3147 Dusted Waters","SOLYX|SX-3147 DUSTED WATERS","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-3148 Gotham","SOLYX|SX-3148 GOTHAM","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-3150 Geometric","SOLYX|SX-3150 GEOMETRIC","AUTO_ADDED_FROM_INVENTORY_COUNT=4"
"SOLYX","SX-3160 Shimera","SOLYX|SX-3160 SHIMERA","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SX-324 Frosted Sparkle","SOLYX|SX-324 FROSTED SPARKLE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-4500 Cool Grey","SOLYX|SX-4500 COOL GREY","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-5031 Matte Linen","SOLYX|SX-5031 MATTE LINEN","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-5038","SOLYX|SX-5038","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-6020 Antique Clear","SOLYX|SX-6020 ANTIQUE CLEAR","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-6040 Antique Silver Mirror","SOLYX|SX-6040 ANTIQUE SILVER MIRROR","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-9000 Clear Waters","SOLYX|SX-9000 CLEAR WATERS","AUTO_ADDED_FROM_INVENTORY_COUNT=3"
"SOLYX","SX-9100 Chicago","SOLYX|SX-9100 CHICAGO",""
"SOLYX","SX-C300 Dusted Etch","SOLYX|SX-C300 DUSTED ETCH",""
"SOLYX","SX-C333 Pin Point","SOLYX|SX-C333 PIN POINT","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-C373 Acid Etch Stripes","SOLYX|SX-C373 ACID ETCH STRIPES","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-C374 Etch Leise Stripes","SOLYX|SX-C374 ETCH LEISE STRIPES",""
"SOLYX","SX-C376 Etchnwhite Random Lines","SOLYX|SX-C376 ETCHNWHITE RANDOM LINES","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SX-C380 Organic Etch Stripes","SOLYX|SX-C380 ORGANIC ETCH STRIPES",""
"SOLYX","SX-C384 ETCHED STRIPES","SOLYX|SX-C384 ETCHED STRIPES","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-C387 Linen","SOLYX|SX-C387 LINEN","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-SC 684-48 Pyramid","SOLYX|SX-SC 684-48 PYRAMID","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-SC513 Mosaic","SOLYX|SX-SC513 MOSAIC","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-SC514 Atlantis","SOLYX|SX-SC514 ATLANTIS","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SX-SC540 Cracked Ice Static Cling","SOLYX|SX-SC540 CRACKED ICE STATIC CLING","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX-SC544 Rain Glass - Static Cling","SOLYX|SX-SC544 RAIN GLASS - STATIC CLING",""
"SOLYX","SX-SC555 Titanium Sand","SOLYX|SX-SC555 TITANIUM SAND","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX073 Dark Grey","SOLYX|SX073 DARK GREY","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SX3-314 Acid Etch","SOLYX|SX3-314 ACID ETCH","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL","SOLYX|SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXC-3510 Frosted Stripes","SOLYX|SXC-3510 FROSTED STRIPES","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXF-0600 Snow White Light Diffuser","SOLYX|SXF-0600 SNOW WHITE LIGHT DIFFUSER","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXF-5050 Total Light Blockout","SOLYX|SXF-5050 TOTAL LIGHT BLOCKOUT","AUTO_ADDED_FROM_INVENTORY_COUNT=6"
"SOLYX","SXGF-0097 Deep Etch","SOLYX|SXGF-0097 DEEP ETCH","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXGF-0197 Light Etch","SOLYX|SXGF-0197 LIGHT ETCH","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXGF-0500 Clear Frosted Safety Film","SOLYX|SXGF-0500 CLEAR FROSTED SAFETY FILM","AUTO_ADDED_FROM_INVENTORY_COUNT=5"
"SOLYX","SXHP-2411 Vertical Stripes","SOLYX|SXHP-2411 VERTICAL STRIPES","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXJ-0545 Beach Grass Gradient","SOLYX|SXJ-0545 BEACH GRASS GRADIENT","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXJ-0546 Organic Cotton Gradient","SOLYX|SXJ-0546 ORGANIC COTTON GRADIENT",""
"SOLYX","SXJ-0547 Feather Gradient","SOLYX|SXJ-0547 FEATHER GRADIENT","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXJ-0550 White Dusted Matte","SOLYX|SXJ-0550 WHITE DUSTED MATTE",""
"SOLYX","SXJ-0561 Fine Dots Gradient","SOLYX|SXJ-0561 FINE DOTS GRADIENT",""
"SOLYX","SXJ-0579 Dual Cloud Gradient","SOLYX|SXJ-0579 DUAL CLOUD GRADIENT","AUTO_ADDED_FROM_INVENTORY_COUNT=4"
"SOLYX","SXJ-0581 Matte Dual Fine Dot Gradient","SOLYX|SXJ-0581 MATTE DUAL FINE DOT GRADIENT","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-025 Brimstone Yellow","SOLYX|SXO-025 BRIMSTONE YELLOW","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-031 Red","SOLYX|SXO-031 RED","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-034 Orange","SOLYX|SXO-034 ORANGE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-040 Violet","SOLYX|SXO-040 VIOLET","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-047 Orange Red","SOLYX|SXO-047 ORANGE RED","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-056 Ice Blue","SOLYX|SXO-056 ICE BLUE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-068 Grass Green","SOLYX|SXO-068 GRASS GREEN","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXO-096 Steel Blue","SOLYX|SXO-096 STEEL BLUE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXP-020UV Amber","SOLYX|SXP-020UV AMBER","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXP-039 Raspberry Red","SOLYX|SXP-039 RASPBERRY RED","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXR-8785 Safety Sand Blast","SOLYX|SXR-8785 SAFETY SAND BLAST",""
"SOLYX","SXR-9829 Glassfrost","SOLYX|SXR-9829 GLASSFROST",""
"SOLYX","SXW-08 Frosted Jacks","SOLYX|SXW-08 FROSTED JACKS","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Sxwf_wm White Matt","SOLYX|SXWF_WM WHITE MATT","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Sxwf_wmax","SOLYX|SXWF_WMAX","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-BO","SOLYX|SXWF-BO","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-BO Blackout","SOLYX|SXWF-BO BLACKOUT","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-BO-60 Black Out","SOLYX|SXWF-BO-60 BLACK OUT","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXWF-WB 60 White/black OPAQUE","SOLYX|SXWF-WB 60 WHITE/BLACK OPAQUE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-WB White/Black Opaque","SOLYX|SXWF-WB WHITE/BLACK OPAQUE","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-WM White Matte","SOLYX|SXWF-WM WHITE MATTE","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXWF-WM WHITE MATTE MAX","SOLYX|SXWF-WM WHITE MATTE MAX","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWF-WMAX WHITE MATTE MAX","SOLYX|SXWF-WMAX WHITE MATTE MAX","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","SXWF-WMAX WHITE MATTE MAX 60"" 1 Of 2","SOLYX|SXWF-WMAX WHITE MATTE MAX 60"" 1 OF 2","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","SXWV-0200 Clear Luster","SOLYX|SXWV-0200 CLEAR LUSTER","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","T2 Clear Fine Brush SXL","SOLYX|T2 CLEAR FINE BRUSH SXL","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Thatch Frost SX1580","SOLYX|THATCH FROST SX1580","AUTO_ADDED_FROM_INVENTORY_COUNT=3"
"SOLYX","Total Light Blockout White","SOLYX|TOTAL LIGHT BLOCKOUT WHITE",""
"SOLYX","Traffic Blue 48"" SXO-","SOLYX|TRAFFIC BLUE 48"" SXO-","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","TRANSPARENT WHITE MATTE SXWF-TWM","SOLYX|TRANSPARENT WHITE MATTE SXWF-TWM","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","Transparent White Matte SXWFTWM","SOLYX|TRANSPARENT WHITE MATTE SXWFTWM","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Triangle Gradient SXJ0594","SOLYX|TRIANGLE GRADIENT SXJ0594","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","Ultracool-s1560 Silver 15","SOLYX|ULTRACOOL-S1560 SILVER 15","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","UltraGlare Dark Shade G006","SOLYX|ULTRAGLARE DARK SHADE G006",""
"SOLYX","VERTICAL STRIPES 0000","SOLYX|VERTICAL STRIPES 0000",""
"SOLYX","VERTICAL STRIPES SX-9200","SOLYX|VERTICAL STRIPES SX-9200","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","Web Effect","SOLYX|WEB EFFECT",""
"SOLYX","White Black Opaque SXWFWB","SOLYX|WHITE BLACK OPAQUE SXWFWB","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","White Dots 1/8"" SXD-1818","SOLYX|WHITE DOTS 1/8"" SXD-1818",""
"SOLYX","White Dry Erase For Glass SX2029","SOLYX|WHITE DRY ERASE FOR GLASS SX2029","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","White Matte 24""/36""","SOLYX|WHITE MATTE 24""/36""",""
"SOLYX","White Matte Max SXWFWMAX","SOLYX|WHITE MATTE MAX SXWFWMAX","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","White Matte Max Translucent ( Sxwfwmax)","SOLYX|WHITE MATTE MAX TRANSLUCENT ( SXWFWMAX)","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","White Matte SXWFWM","SOLYX|WHITE MATTE SXWFWM","AUTO_ADDED_FROM_INVENTORY_COUNT=13"
"SOLYX","WHITE RICE PAPER SXG-0","SOLYX|WHITE RICE PAPER SXG-0","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","WHITE RICE PAPER SXG-001","SOLYX|WHITE RICE PAPER SXG-001","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"SOLYX","Whiteout SXWF-WO","SOLYX|WHITEOUT SXWF-WO",""
"SOLYX","Wht/blk Opq. Adh. On White SXWFWB","SOLYX|WHT/BLK OPQ. ADH. ON WHITE SXWFWB","AUTO_ADDED_FROM_INVENTORY_COUNT=2"
"SOLYX","Xpel Intelligence 65 XVAS65","SOLYX|XPEL INTELLIGENCE 65 XVAS65",""
"Vinyl","3470 White Matte","VINYL|3470 WHITE MATTE",""
"Vinyl","3472 White Matte Max","VINYL|3472 WHITE MATTE MAX",""
"Vinyl","3M 7125 Dark Grey 41","VINYL|3M 7125 DARK GREY 41",""
"Vinyl","3M Black Electrocut","VINYL|3M BLACK ELECTROCUT",""
"Vinyl","3M BLACK GLOSSY 3635-22B","VINYL|3M BLACK GLOSSY 3635-22B",""
"Vinyl","3M Black Vinyl","VINYL|3M BLACK VINYL",""
"Vinyl","3M Opaque Black","VINYL|3M OPAQUE BLACK",""
"Vinyl","3M White Board Dry Erase","VINYL|3M WHITE BOARD DRY ERASE",""
"Vinyl","3M White Translucent-3630","VINYL|3M WHITE TRANSLUCENT-3630",""
"Vinyl","3M White Vinyl","VINYL|3M WHITE VINYL",""
"Vinyl","3M Whiteboard WH-111G","VINYL|3M WHITEBOARD WH-111G",""
"Vinyl","651 Black Matte","VINYL|651 BLACK MATTE",""
"Vinyl","651 High Gloss series","VINYL|651 HIGH GLOSS SERIES",""
"Vinyl","726 ?","VINYL|726 ?",""
"Vinyl","Avery HP White 700","VINYL|AVERY HP WHITE 700",""
"Vinyl","Barcode","VINYL|BARCODE",""
"Vinyl","Belbien Wood Grain W-724","VINYL|BELBIEN WOOD GRAIN W-724",""
"Vinyl","Black Caulk","VINYL|BLACK CAULK","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","Casper Cloaking Film","VINYL|CASPER CLOAKING FILM",""
"Vinyl","CLEAR CAULK SPECTRUM","VINYL|CLEAR CAULK SPECTRUM","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","Coastal Black Caulk","VINYL|COASTAL BLACK CAULK","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","Coastal Dow 995 Black","VINYL|COASTAL DOW 995 BLACK","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","DOW 795 Black","VINYL|DOW 795 BLACK","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","DOW 799 CORNING SILICONE","VINYL|DOW 799 CORNING SILICONE","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","Fellers Oracal 651 Sky Blue","VINYL|FELLERS ORACAL 651 SKY BLUE",""
"Vinyl","GREY CAULK - STONEY","VINYL|GREY CAULK - STONEY","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","M119 Natura 15","VINYL|M119 NATURA 15",""
"Vinyl","M377 White Matte Max","VINYL|M377 WHITE MATTE MAX",""
"Vinyl","Oracal 651 White Glossy","VINYL|ORACAL 651 WHITE GLOSSY",""
"Vinyl","Oracal 651-074 Middle Gray","VINYL|ORACAL 651-074 MIDDLE GRAY",""
"Vinyl","Oracal 751 White","VINYL|ORACAL 751 WHITE",""
"Vinyl","Oracal 8500 Middle Gray","VINYL|ORACAL 8500 MIDDLE GRAY",""
"Vinyl","Oracal 951-090 Silver Metallic","VINYL|ORACAL 951-090 SILVER METALLIC",""
"Vinyl","Oracal Dark Roast","VINYL|ORACAL DARK ROAST",""
"Vinyl","Oracal Matte Black","VINYL|ORACAL MATTE BLACK",""
"Vinyl","Papyrus 816","VINYL|PAPYRUS 816",""
"Vinyl","PERF ONE WAY","VINYL|PERF ONE WAY",""
"Vinyl","Perforated One-Way (White)","VINYL|PERFORATED ONE-WAY (WHITE)",""
"Vinyl","PR 70","VINYL|PR 70","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"Vinyl","Renegade 20%","VINYL|RENEGADE 20%",""
"Vinyl","Renegade 35%","VINYL|RENEGADE 35%",""
"Vinyl","Renegade 5%","VINYL|RENEGADE 5%",""
"Vinyl","S80 60"" (1of 2)","VINYL|S80 60"" (1OF 2)","AUTO_ADDED_FROM_INVENTORY_COUNT=1"
"Vinyl","Safron 818","VINYL|SAFRON 818",""
"Vinyl","Security CL 800 60"" BRAND?","VINYL|SECURITY CL 800 60"" BRAND?",""
"Vinyl","Security S70X","VINYL|SECURITY S70X",""
"Vinyl","Solar Graphics Amber 2","VINYL|SOLAR GRAPHICS AMBER 2",""
"Vinyl","SPECTRUM BLACK CAULK","VINYL|SPECTRUM BLACK CAULK","non_film_consumable:auto_tagged_2026-03-18"
"Vinyl","Tremco Spectrem 2 Clear","VINYL|TREMCO SPECTREM 2 CLEAR",""
"Vinyl","Vinyl Carbon Fiber Anthracite","VINYL|VINYL CARBON FIBER ANTHRACITE",""
"Vinyl","Vinyl Oracal White Vinyl","VINYL|VINYL ORACAL WHITE VINYL",""
"Vinyl","Vinyl Satin Aluminum Gregory","VINYL|VINYL SATIN ALUMINUM GREGORY",""
"Vinyl","WHITE CAULK","VINYL|WHITE CAULK","non_film_consumable:auto_tagged_2026-03-18"
